company_id,country,sector,employees,annual_revenue,tech_adoption_level,main_challenges,digital_tools_used,growth_last_yr,funding_status,female_owned,remote_work_policy
824,South Africa,Retail,9,240393,Medium,Awareness,CRM,4,Series A,Yes,Full
825,Kenya,Logistics,391,164323,Medium,Skills,"POS, E-commerce",47,Seed,Yes,None
826,Ghana,Farming,346,430530,High,Cost,"E-commerce, POS, Google My Business",32,None,Yes,Partial
827,Rwanda,Manufacturing,427,341223,Low,"Internet, Cost",Google My Business,41,Seed,No,None
828,Nigeria,Education,27,322813,High,Awareness,"Mobile money, Google My Business, CRM",-4,None,No,None
829,Ghana,Retail,214,158483,High,"Cost, Regulation",CRM,4,Series A,Yes,Full
830,Nigeria,Education,125,301081,Low,Skills,POS,19,Series A,No,Partial
831,Nigeria,Farming,340,349374,Low,"Cost, Internet","CRM, Google My Business",9,Seed,Yes,Partial
832,Ghana,Logistics,449,131955,Low,"Regulation, Cost","WhatsApp, CRM, Google My Business",6,Seed,Yes,Partial
833,Rwanda,Education,407,261293,Medium,"Internet, Regulation",Mobile money,33,Series A,No,Full
834,Kenya,Education,164,22124,Medium,Regulation,POS,45,Bootstrapped,Yes,None
835,Nigeria,Retail,430,310044,Medium,"Skills, Regulation","WhatsApp, CRM, Mobile money",29,Series A,No,None
836,Nigeria,Education,58,491254,Low,"Skills, Regulation",E-commerce,18,Bootstrapped,No,None
837,Kenya,Manufacturing,445,443956,Medium,Internet,E-commerce,8,Bootstrapped,Yes,Full
838,Kenya,Manufacturing,218,189763,Low,"Internet, Awareness","WhatsApp, CRM",19,Bootstrapped,Yes,Full
839,Rwanda,Retail,361,34938,Medium,"Awareness, Skills","POS, WhatsApp, Google My Business",47,None,No,Partial
840,Rwanda,Manufacturing,444,216684,Medium,"Skills, Cost","E-commerce, Mobile money, WhatsApp",24,Seed,Yes,Partial
841,Kenya,Finance,259,351935,High,Skills,"Google My Business, CRM, E-commerce",20,Seed,No,None
842,South Africa,Education,296,406221,Low,Regulation,"POS, Mobile money",27,Seed,Yes,Full
843,South Africa,Retail,318,442775,Medium,"Skills, Awareness","CRM, WhatsApp, Google My Business",8,Bootstrapped,Yes,Partial
844,Nigeria,Farming,281,351122,Low,"Cost, Awareness","WhatsApp, Google My Business",3,Series A,No,None
845,Kenya,Manufacturing,441,307988,Medium,Regulation,"WhatsApp, Mobile money",23,Seed,Yes,None
846,Kenya,Manufacturing,380,96017,High,Internet,CRM,9,Series A,No,None
847,Ghana,Finance,225,317629,Medium,Awareness,"WhatsApp, POS, Mobile money",4,Bootstrapped,Yes,None
848,South Africa,Farming,432,443413,High,"Internet, Skills",Google My Business,45,Series A,Yes,Full
849,South Africa,Manufacturing,267,431310,Low,"Awareness, Skills",Mobile money,19,None,No,Full
850,Rwanda,Manufacturing,171,254370,Medium,Internet,"Google My Business, WhatsApp, POS",5,Series A,No,None
851,Ghana,Logistics,76,196017,High,"Cost, Skills","WhatsApp, CRM, POS",37,None,No,Partial
852,Kenya,Logistics,223,349841,Medium,"Regulation, Awareness","CRM, Mobile money, WhatsApp",34,Series A,Yes,None
853,Nigeria,Farming,359,221646,Low,"Skills, Regulation","POS, CRM, WhatsApp",6,None,No,None
854,Ghana,Retail,66,435078,Medium,Internet,"WhatsApp, POS",46,Seed,Yes,None
855,Kenya,Farming,291,400023,High,"Regulation, Skills","CRM, WhatsApp",25,None,No,Partial
856,Ghana,Manufacturing,458,29388,Low,"Awareness, Regulation","Mobile money, CRM",42,None,No,None
857,South Africa,Farming,52,328013,Medium,Cost,"CRM, Mobile money, WhatsApp",40,Bootstrapped,No,Partial
858,Ghana,Education,116,92831,High,Regulation,"Google My Business, POS",29,Bootstrapped,Yes,Full
859,Rwanda,Retail,415,433855,High,Regulation,"Google My Business, Mobile money, E-commerce",32,None,No,Full
860,Ghana,Education,63,461125,Low,Skills,Mobile money,-4,Bootstrapped,No,None
861,Kenya,Education,15,115218,Low,Cost,"Google My Business, WhatsApp, CRM",-2,Series A,Yes,Full
862,Kenya,Farming,445,479209,Low,"Internet, Awareness","E-commerce, CRM, Mobile money",10,Series A,Yes,Partial
863,Kenya,Retail,415,274469,Low,Internet,"Mobile money, WhatsApp, CRM",38,Seed,No,None
864,Rwanda,Farming,440,372306,Low,Awareness,WhatsApp,-5,None,No,None
865,Nigeria,Retail,431,131050,Low,"Regulation, Awareness",CRM,38,None,Yes,Full
866,Kenya,Education,379,112746,Medium,"Cost, Regulation","Mobile money, CRM, WhatsApp",10,None,No,Full
867,Kenya,Finance,166,187611,Medium,"Skills, Internet","WhatsApp, E-commerce, CRM",32,None,No,Partial
868,Nigeria,Education,416,307730,High,Awareness,Mobile money,14,None,Yes,Full
869,Nigeria,Finance,95,130685,Medium,Skills,"WhatsApp, E-commerce, Mobile money",-2,None,No,Full
870,Rwanda,Education,41,137205,Low,"Regulation, Awareness",Google My Business,41,None,No,None
871,South Africa,Farming,481,183617,Low,Skills,"Google My Business, Mobile money, POS",1,Seed,Yes,Full
872,Ghana,Education,461,151157,High,"Internet, Skills","Mobile money, Google My Business",13,Series A,Yes,Partial
873,South Africa,Education,314,53781,High,Awareness,"E-commerce, POS",42,Series A,No,Partial
874,Kenya,Farming,53,94034,High,Skills,"Mobile money, CRM, WhatsApp",37,Seed,Yes,Full
875,Kenya,Retail,321,84078,Low,"Awareness, Cost",POS,-4,Seed,No,Partial
876,Ghana,Finance,367,332484,High,"Awareness, Internet","E-commerce, WhatsApp",26,Series A,No,Full
877,Ghana,Retail,52,390476,Low,Internet,"WhatsApp, Mobile money",29,Seed,Yes,Partial
878,Ghana,Logistics,287,414618,Medium,"Awareness, Regulation","E-commerce, POS",1,Seed,No,Partial
879,Nigeria,Retail,60,344535,High,Regulation,"Google My Business, Mobile money",23,None,Yes,Full
880,Rwanda,Logistics,83,176098,Low,"Skills, Awareness","CRM, WhatsApp",48,Series A,Yes,Partial
881,Kenya,Logistics,414,237049,High,"Internet, Awareness","WhatsApp, CRM, E-commerce",-4,Series A,Yes,None
882,Nigeria,Logistics,7,303396,Low,Awareness,Google My Business,48,None,Yes,None
883,Nigeria,Retail,439,22508,Low,Internet,"WhatsApp, CRM",50,Bootstrapped,Yes,Partial
884,Rwanda,Education,217,10643,Low,Cost,"POS, Mobile money",9,Seed,No,Partial
885,Nigeria,Logistics,80,350245,High,"Regulation, Internet",POS,9,Bootstrapped,No,None
886,Nigeria,Farming,41,361380,Low,"Cost, Skills",CRM,18,Seed,No,None
887,Nigeria,Logistics,404,73455,High,"Skills, Cost","E-commerce, Mobile money",18,Bootstrapped,Yes,Full
888,Ghana,Logistics,92,286033,Medium,Internet,"POS, CRM, Mobile money",37,Series A,No,Partial
889,South Africa,Farming,114,241366,Medium,Cost,WhatsApp,39,Series A,No,Partial
890,Kenya,Retail,229,295489,Low,"Cost, Skills","WhatsApp, Mobile money",39,Seed,Yes,None
891,Nigeria,Farming,482,331335,Low,"Awareness, Internet",E-commerce,-3,Seed,Yes,Full
892,South Africa,Finance,260,150608,Medium,Skills,"Mobile money, WhatsApp, POS",15,Series A,Yes,Partial
893,Kenya,Manufacturing,63,435741,Medium,"Internet, Awareness","POS, Mobile money",11,Bootstrapped,Yes,None
894,Rwanda,Education,206,134651,Medium,Skills,"WhatsApp, Google My Business",-4,Seed,Yes,Partial
895,South Africa,Finance,317,499366,High,"Awareness, Skills",WhatsApp,9,Seed,Yes,Full
896,Nigeria,Farming,44,201089,Medium,"Cost, Awareness","POS, Mobile money",-1,Seed,No,Full
897,Ghana,Education,219,161218,High,Cost,"WhatsApp, E-commerce",-1,Series A,Yes,None
898,South Africa,Logistics,204,241802,Medium,"Cost, Regulation","WhatsApp, CRM, E-commerce",44,Bootstrapped,Yes,None
899,South Africa,Farming,206,38813,High,Awareness,"Google My Business, E-commerce",21,Series A,No,None
900,South Africa,Farming,479,141651,High,"Cost, Skills",Google My Business,46,None,No,Full
901,Nigeria,Manufacturing,14,183838,High,Cost,"WhatsApp, E-commerce, CRM",22,None,Yes,Full
902,South Africa,Farming,495,369842,Medium,Awareness,"Mobile money, E-commerce, Google My Business",43,Bootstrapped,No,None
903,Kenya,Manufacturing,102,441925,Low,"Internet, Regulation",Mobile money,-1,None,No,Full
904,Nigeria,Education,87,318726,High,"Cost, Internet",E-commerce,10,Bootstrapped,No,Full
905,Ghana,Retail,67,474580,Medium,Cost,"E-commerce, WhatsApp, Google My Business",-4,Series A,No,Full
906,Rwanda,Retail,107,486148,Medium,Cost,"E-commerce, Mobile money",20,None,No,Full
907,South Africa,Finance,218,208471,Low,Regulation,"CRM, POS",-1,None,No,None
908,South Africa,Manufacturing,368,38712,Low,Cost,"Mobile money, Google My Business, WhatsApp",6,Seed,No,None
909,Rwanda,Manufacturing,255,351657,High,Regulation,"E-commerce, POS",7,Series A,No,None
910,Rwanda,Manufacturing,197,105703,Low,"Skills, Regulation","POS, Google My Business",18,None,No,Full
911,South Africa,Finance,265,306756,Medium,"Cost, Awareness",Google My Business,8,None,Yes,Full
912,Nigeria,Logistics,219,367213,High,"Skills, Internet",CRM,5,Bootstrapped,Yes,None
913,Ghana,Farming,444,403847,Medium,"Cost, Regulation",Google My Business,29,Bootstrapped,No,Partial
914,Kenya,Manufacturing,241,366848,Low,Cost,"Mobile money, E-commerce, CRM",13,None,Yes,Full
915,Kenya,Logistics,369,317195,Low,"Skills, Regulation","CRM, POS, E-commerce",36,Series A,No,Full
916,Ghana,Finance,44,202178,Low,"Regulation, Awareness","POS, WhatsApp",3,Seed,No,Full
917,South Africa,Education,143,78840,Low,Cost,WhatsApp,45,None,Yes,Partial
918,Kenya,Education,106,10840,Low,"Cost, Internet","E-commerce, Google My Business",3,Bootstrapped,No,Partial
919,South Africa,Logistics,400,254943,Low,Awareness,"WhatsApp, E-commerce, Google My Business",28,None,Yes,Partial
920,Nigeria,Education,419,196460,Medium,"Regulation, Skills","POS, Google My Business, WhatsApp",35,Bootstrapped,No,Full
921,Nigeria,Farming,113,255152,Medium,"Skills, Regulation","Mobile money, E-commerce, Google My Business",39,Series A,Yes,Partial
922,South Africa,Logistics,40,214207,Low,Internet,CRM,-3,Bootstrapped,No,None
923,Kenya,Finance,380,166311,High,Regulation,POS,21,None,Yes,Partial
924,Rwanda,Retail,307,417755,Low,Skills,"Google My Business, CRM",15,Series A,No,Partial
925,Ghana,Manufacturing,389,67820,Low,Skills,"Google My Business, CRM",23,None,No,Partial
926,Kenya,Finance,271,13582,Low,Regulation,POS,49,Series A,Yes,None
927,Kenya,Manufacturing,467,227366,Low,"Regulation, Cost","Google My Business, CRM",26,Bootstrapped,Yes,Partial
928,Kenya,Manufacturing,465,40800,Medium,Regulation,CRM,10,Seed,No,None
929,Nigeria,Retail,137,361482,Medium,"Awareness, Internet","Mobile money, POS",7,Seed,No,None
930,Nigeria,Farming,398,404516,High,"Cost, Skills","POS, Google My Business",10,None,Yes,Partial
931,Kenya,Retail,121,46670,High,Internet,"E-commerce, POS",41,Bootstrapped,No,None
932,Ghana,Finance,5,275658,High,"Internet, Cost","CRM, Mobile money, WhatsApp",43,Bootstrapped,No,Full
933,Ghana,Finance,382,315678,Low,Internet,POS,40,Seed,No,None
934,Rwanda,Logistics,496,24357,Medium,Awareness,Mobile money,50,Seed,No,Partial
935,South Africa,Farming,6,395143,High,"Internet, Cost","WhatsApp, Mobile money",46,None,No,None
936,Kenya,Retail,184,298155,High,"Cost, Regulation",WhatsApp,6,Series A,Yes,None
937,Nigeria,Retail,353,359951,Low,Regulation,Mobile money,17,Bootstrapped,Yes,Full
938,Ghana,Finance,387,103370,Low,"Internet, Skills","POS, E-commerce, WhatsApp",41,Bootstrapped,Yes,None
939,Nigeria,Logistics,128,96306,Medium,"Skills, Cost",CRM,-4,None,Yes,Partial
940,Ghana,Logistics,294,234665,Medium,Regulation,"WhatsApp, POS",6,Series A,Yes,None
941,Kenya,Logistics,239,231203,Medium,Regulation,WhatsApp,42,Seed,No,Partial
942,Ghana,Logistics,485,106390,Low,"Awareness, Regulation","CRM, Google My Business",16,Series A,No,Partial
943,South Africa,Finance,313,317981,Medium,Regulation,"E-commerce, CRM, Google My Business",15,Series A,Yes,Partial
944,South Africa,Retail,274,20919,High,Regulation,"CRM, POS",47,Series A,No,None
945,Ghana,Manufacturing,359,127846,High,Skills,"E-commerce, POS, Google My Business",31,Series A,No,Full
946,Rwanda,Logistics,121,258242,Medium,Awareness,WhatsApp,23,None,Yes,None
947,Kenya,Finance,222,41614,Low,Skills,POS,49,Series A,No,Partial
948,Nigeria,Education,314,349566,Medium,Awareness,WhatsApp,26,Bootstrapped,Yes,Full
949,Kenya,Manufacturing,11,31504,High,Internet,"E-commerce, Mobile money",33,Series A,No,Partial
950,Kenya,Finance,59,95565,Medium,"Cost, Internet","WhatsApp, POS",14,Bootstrapped,Yes,None
951,Nigeria,Logistics,28,173172,Low,"Awareness, Internet",CRM,1,Seed,Yes,Partial
952,Rwanda,Manufacturing,441,194851,Low,"Awareness, Internet",Mobile money,12,Seed,Yes,Full
953,Nigeria,Farming,316,74277,Low,Skills,Google My Business,12,Bootstrapped,Yes,Full
954,Rwanda,Logistics,435,344926,Low,"Regulation, Awareness","WhatsApp, CRM",44,Bootstrapped,No,None
955,South Africa,Logistics,132,428913,Medium,"Skills, Internet","WhatsApp, Google My Business",14,None,Yes,Partial
956,Ghana,Farming,44,353847,High,"Skills, Cost","E-commerce, Google My Business, CRM",15,Seed,Yes,Full
957,Kenya,Education,188,395918,Medium,"Regulation, Skills","E-commerce, POS",45,Seed,No,Partial
958,Rwanda,Logistics,19,264533,Medium,"Regulation, Skills","CRM, Mobile money, WhatsApp",24,Seed,Yes,Partial
959,Nigeria,Finance,385,385625,High,"Regulation, Internet",POS,0,None,No,Partial
960,Ghana,Education,275,11467,Medium,Cost,"E-commerce, POS",15,Bootstrapped,No,Full
961,Nigeria,Retail,123,122423,Medium,Skills,"CRM, E-commerce",34,Bootstrapped,No,Full
962,South Africa,Manufacturing,345,116696,Medium,Cost,Mobile money,25,Series A,No,Full
963,Ghana,Retail,75,132284,Low,"Awareness, Skills","POS, WhatsApp",-2,Series A,Yes,Partial
964,Nigeria,Retail,387,174712,Medium,Cost,Mobile money,-1,Seed,Yes,None
965,South Africa,Farming,25,152576,Medium,"Cost, Awareness","Mobile money, E-commerce, CRM",23,None,No,Full
966,Ghana,Farming,396,436697,High,"Cost, Skills","E-commerce, WhatsApp, Google My Business",21,None,No,Partial
967,Rwanda,Retail,341,370521,High,"Cost, Regulation","CRM, Mobile money",42,None,No,Partial
968,South Africa,Manufacturing,465,376626,High,Skills,"Mobile money, WhatsApp",22,None,Yes,Full
969,Rwanda,Logistics,222,216364,Medium,"Cost, Awareness",POS,15,None,No,Full
970,South Africa,Finance,399,173186,High,"Regulation, Internet","CRM, WhatsApp",12,Seed,No,Partial
971,Kenya,Logistics,400,278939,High,"Skills, Cost","POS, WhatsApp, Google My Business",38,Series A,No,Full
972,South Africa,Finance,257,425774,Medium,Regulation,Mobile money,33,Series A,No,Full
973,Ghana,Logistics,57,193950,Low,"Awareness, Regulation","Mobile money, WhatsApp",11,None,No,Partial
974,South Africa,Manufacturing,188,251090,Medium,Awareness,"Google My Business, WhatsApp",42,Seed,Yes,None
975,Rwanda,Farming,60,150239,Low,"Cost, Awareness",Mobile money,22,Bootstrapped,Yes,Partial
976,Rwanda,Finance,184,132478,High,"Skills, Awareness","WhatsApp, Google My Business",44,None,Yes,Partial
977,Ghana,Retail,422,494587,Medium,"Regulation, Awareness","CRM, Mobile money",36,Seed,Yes,Full
978,Nigeria,Retail,159,72586,Medium,"Awareness, Regulation",Google My Business,50,None,No,Full
979,Rwanda,Education,114,155403,High,Skills,POS,40,Bootstrapped,No,None
980,Ghana,Finance,311,391308,Medium,"Skills, Cost","POS, WhatsApp, E-commerce",4,Seed,No,Full
981,Nigeria,Finance,280,151210,Low,Cost,E-commerce,8,None,Yes,Partial
982,Rwanda,Finance,146,260945,Low,"Internet, Regulation","CRM, POS",35,None,Yes,None
983,Kenya,Farming,485,71681,High,Regulation,"WhatsApp, Google My Business",20,None,No,Full
984,Kenya,Education,339,35547,Medium,Awareness,"Google My Business, CRM, WhatsApp",36,Seed,Yes,Full
985,South Africa,Retail,438,178912,High,"Regulation, Skills","E-commerce, POS, WhatsApp",14,Series A,No,None
986,Ghana,Education,435,374602,High,Awareness,"E-commerce, WhatsApp, Google My Business",13,Series A,Yes,Full
987,Ghana,Logistics,472,128085,Low,"Internet, Regulation","Google My Business, POS",-5,Series A,Yes,None
988,Ghana,Education,155,28957,Medium,"Awareness, Regulation","Google My Business, Mobile money, CRM",-3,Seed,Yes,Partial
989,Ghana,Manufacturing,497,296657,Low,Internet,"POS, WhatsApp, Mobile money",8,None,Yes,None
990,South Africa,Logistics,493,304309,High,"Regulation, Awareness",E-commerce,29,Seed,Yes,Full
991,Kenya,Retail,338,495551,Medium,Skills,"E-commerce, Google My Business, Mobile money",44,Seed,Yes,Partial
992,Ghana,Education,406,214934,Low,Skills,E-commerce,27,Seed,No,Full
993,Nigeria,Education,485,187701,Medium,"Regulation, Cost","Mobile money, WhatsApp",19,None,Yes,Partial
994,Kenya,Farming,17,56876,Medium,Regulation,"Mobile money, Google My Business, POS",9,Seed,No,Full
995,South Africa,Farming,438,368330,Low,Awareness,POS,13,Seed,Yes,Partial
996,Kenya,Logistics,109,333638,Medium,"Cost, Skills","POS, Google My Business",21,Seed,No,Full
997,Rwanda,Education,260,178806,Medium,Internet,"E-commerce, CRM, Google My Business",2,Bootstrapped,Yes,Full
998,Ghana,Retail,319,70516,Medium,Awareness,"POS, WhatsApp",50,Bootstrapped,No,None
999,Nigeria,Education,313,226364,High,"Regulation, Internet","Google My Business, CRM",-3,Seed,Yes,Full
1000,Kenya,Retail,312,282248,Low,"Cost, Regulation",E-commerce,37,Series A,No,Partial
